date,start,high,low,end,adjusted
2020/02/13,"23,849.76","23,908.85","23,784.31","23,827.73","23,827.73"
2020/02/12,"23,741.21","23,869.73","23,693.72","23,861.21","23,861.21"
2020/02/10,"23,631.79","23,788.25","23,621.72","23,685.98","23,685.98"
2020/02/07,"23,899.01","23,943.45","23,759.42","23,827.98","23,827.98"
2020/02/06,"23,641.10","23,995.37","23,625.13","23,873.59","23,873.59"
2020/02/05,"23,351.47","23,414.69","23,241.64","23,319.56","23,319.56"
2020/02/04,"22,881.13","23,118.13","22,854.45","23,084.59","23,084.59"
2020/02/03,"22,874.27","23,023.73","22,775.92","22,971.94","22,971.94"
2020/01/31,"23,148.92","23,421.59","23,139.98","23,205.18","23,205.18"
2020/01/30,"23,284.58","23,318.57","22,892.95","22,977.75","22,977.75"
2020/01/29,"23,309.32","23,392.61","23,214.28","23,379.40","23,379.40"
2020/01/28,"23,126.93","23,243.36","23,115.15","23,215.71","23,215.71"
2020/01/27,"23,427.90","23,463.89","23,317.32","23,343.51","23,343.51"
2020/01/24,"23,850.12","23,869.38","23,755.32","23,827.18","23,827.18"
2020/01/23,"23,843.51","23,910.01","23,779.23","23,795.44","23,795.44"
2020/01/22,"23,835.49","24,040.87","23,831.10","24,031.35","24,031.35"
2020/01/21,"24,072.81","24,081.75","23,843.48","23,864.56","23,864.56"
2020/01/20,"24,080.68","24,108.11","24,061.67","24,083.51","24,083.51"
2020/01/17,"24,103.45","24,115.95","24,013.75","24,041.26","24,041.26"
2020/01/16,"23,960.20","23,975.38","23,905.38","23,933.13","23,933.13"
2020/01/15,"23,923.48","23,997.39","23,875.82","23,916.58","23,916.58"
2020/01/14,"23,969.04","24,059.86","23,951.66","24,025.17","24,025.17"
2020/01/10,"23,813.28","23,903.29","23,761.08","23,850.57","23,850.57"
2020/01/09,"23,530.29","23,767.09","23,506.15","23,739.87","23,739.87"
2020/01/08,"23,217.49","23,303.21","22,951.18","23,204.76","23,204.76"
2020/01/07,"23,320.12","23,577.44","23,299.92","23,575.72","23,575.72"
2020/01/06,"23,319.76","23,365.36","23,148.53","23,204.86","23,204.86"
2019/12/30,"23,770.93","23,782.49","23,656.62","23,656.62","23,656.62"
2019/12/27,"23,953.75","23,967.18","23,837.72","23,837.72","23,837.72"
2019/12/26,"23,787.70","23,931.51","23,775.40","23,924.92","23,924.92"
2019/12/25,"23,813.59","23,824.85","23,782.87","23,782.87","23,782.87"
2019/12/24,"23,839.18","23,853.56","23,796.35","23,830.58","23,830.58"
2019/12/23,"23,921.29","23,923.09","23,810.82","23,821.11","23,821.11"
2019/12/20,"23,893.45","23,908.77","23,746.63","23,816.63","23,816.63"
2019/12/19,"23,911.46","23,945.53","23,835.29","23,864.85","23,864.85"
2019/12/18,"24,023.27","24,046.09","23,919.36","23,934.43","23,934.43"
2019/12/17,"24,091.12","24,091.12","23,996.51","24,066.12","24,066.12"
2019/12/16,"23,955.20","24,036.30","23,950.05","23,952.35","23,952.35"
2019/12/13,"23,810.56","24,050.04","23,775.73","24,023.10","24,023.10"
2019/12/12,"23,449.28","23,468.15","23,360.43","23,424.81","23,424.81"
2019/12/11,"23,421.14","23,438.43","23,333.63","23,391.86","23,391.86"
2019/12/10,"23,372.39","23,449.47","23,336.93","23,410.19","23,410.19"
2019/12/09,"23,544.31","23,544.31","23,360.01","23,430.70","23,430.70"
2019/12/06,"23,347.67","23,412.48","23,338.40","23,354.40","23,354.40"
2019/12/05,"23,292.70","23,363.44","23,259.82","23,300.09","23,300.09"
2019/12/04,"23,186.74","23,203.77","23,044.78","23,135.23","23,135.23"
2019/12/03,"23,231.14","23,388.18","23,186.84","23,379.81","23,379.81"
2019/12/02,"23,388.63","23,562.05","23,378.40","23,529.50","23,529.50"
2019/11/29,"23,497.44","23,498.77","23,273.37","23,293.91","23,293.91"
2019/11/28,"23,458.88","23,482.32","23,367.33","23,409.14","23,409.14"
2019/11/27,"23,452.85","23,507.82","23,418.23","23,437.77","23,437.77"
2019/11/26,"23,451.40","23,608.06","23,350.10","23,373.32","23,373.32"
2019/11/25,"23,292.85","23,347.18","23,255.39","23,292.81","23,292.81"
2019/11/22,"23,030.33","23,219.51","23,030.33","23,112.88","23,112.88"
2019/11/21,"23,071.49","23,108.08","22,726.71","23,038.58","23,038.58"
2019/11/20,"23,176.49","23,303.17","23,086.12","23,148.57","23,148.57"
2019/11/19,"23,366.36","23,389.53","23,244.93","23,292.65","23,292.65"
2019/11/18,"23,304.25","23,420.62","23,271.29","23,416.76","23,416.76"
2019/11/15,"23,160.53","23,340.77","23,121.59","23,303.32","23,303.32"
2019/11/14,"23,325.50","23,360.06","23,062.16","23,141.55","23,141.55"
2019/11/13,"23,439.25","23,452.63","23,270.93","23,319.87","23,319.87"
2019/11/12,"23,336.37","23,545.70","23,312.25","23,520.01","23,520.01"
2019/11/11,"23,422.13","23,471.82","23,323.02","23,331.84","23,331.84"
2019/11/08,"23,550.04","23,591.09","23,313.41","23,391.87","23,391.87"
2019/11/07,"23,283.14","23,336.00","23,253.32","23,330.32","23,330.32"
2019/11/06,"23,343.51","23,352.56","23,246.57","23,303.82","23,303.82"
2019/11/05,"23,118.79","23,328.52","23,090.94","23,251.99","23,251.99"
2019/11/01,"22,730.49","22,852.72","22,705.60","22,850.77","22,850.77"
2019/10/31,"22,910.10","22,988.80","22,875.50","22,927.04","22,927.04"
2019/10/30,"22,953.17","22,961.23","22,827.93","22,843.12","22,843.12"
2019/10/29,"22,950.79","23,008.43","22,935.35","22,974.13","22,974.13"
2019/10/28,"22,854.44","22,896.22","22,830.57","22,867.27","22,867.27"
2019/10/25,"22,753.24","22,819.92","22,715.13","22,799.81","22,799.81"
2019/10/24,"22,725.44","22,780.99","22,704.33","22,750.60","22,750.60"
2019/10/23,"22,619.77","22,648.81","22,457.89","22,625.38","22,625.38"
2019/10/21,"22,541.22","22,581.28","22,515.73","22,548.90","22,548.90"
2019/10/18,"22,528.56","22,649.85","22,466.26","22,492.68","22,492.68"
2019/10/17,"22,451.15","22,522.39","22,424.92","22,451.86","22,451.86"
2019/10/16,"22,479.57","22,615.47","22,434.35","22,472.92","22,472.92"
2019/10/15,"22,063.71","22,219.63","22,049.71","22,207.21","22,207.21"
2019/10/11,"21,749.93","21,820.77","21,658.27","21,798.87","21,798.87"
2019/10/10,"21,456.27","21,601.46","21,308.88","21,551.98","21,551.98"
2019/10/09,"21,359.84","21,467.77","21,359.84","21,456.38","21,456.38"
2019/10/08,"21,494.48","21,629.24","21,483.18","21,587.78","21,587.78"
2019/10/07,"21,445.73","21,475.28","21,328.26","21,375.25","21,375.25"
2019/10/04,"21,316.18","21,410.20","21,276.01","21,410.20","21,410.20"
2019/10/03,"21,422.22","21,437.74","21,277.36","21,341.74","21,341.74"
2019/10/02,"21,744.62","21,795.01","21,725.23","21,778.61","21,778.61"
2019/10/01,"21,831.44","21,938.77","21,811.98","21,885.24","21,885.24"
2019/09/30,"21,793.83","21,811.98","21,666.60","21,755.84","21,755.84"
2019/09/27,"21,934.93","21,955.79","21,733.69","21,878.90","21,878.90"
2019/09/26,"22,160.52","22,184.91","21,986.24","22,048.24","22,048.24"
2019/09/25,"21,961.82","22,036.48","21,906.00","22,020.15","22,020.15"
2019/09/24,"22,095.35","22,168.74","22,077.94","22,098.84","22,098.84"
2019/09/20,"22,130.74","22,204.75","22,047.90","22,079.09","22,079.09"
2019/09/19,"22,064.46","22,255.56","22,003.30","22,044.45","22,044.45"
2019/09/18,"22,014.65","22,027.86","21,942.03","21,960.71","21,960.71"
2019/09/17,"21,947.59","22,041.08","21,878.63","22,001.32","22,001.32"
2019/09/13,"21,907.83","22,019.66","21,820.94","21,988.29","21,988.29"
2019/09/12,"21,761.09","21,825.92","21,743.96","21,759.61","21,759.61"
2019/09/11,"21,466.66","21,619.21","21,437.82","21,597.76","21,597.76"
2019/09/10,"21,363.57","21,438.35","21,350.35","21,392.10","21,392.10"
2019/09/09,"21,214.56","21,333.51","21,182.26","21,318.42","21,318.42"
2019/09/06,"21,201.83","21,241.29","21,145.81","21,199.57","21,199.57"
2019/09/05,"20,800.29","21,164.61","20,787.93","21,085.94","21,085.94"
2019/09/04,"20,578.67","20,694.35","20,554.16","20,649.14","20,649.14"
2019/09/03,"20,581.58","20,662.23","20,578.02","20,625.16","20,625.16"
2019/09/02,"20,625.75","20,667.56","20,614.29","20,620.19","20,620.19"
2019/08/30,"20,641.49","20,748.35","20,633.30","20,704.37","20,704.37"
2019/08/29,"20,500.50","20,520.68","20,361.12","20,460.93","20,460.93"
2019/08/28,"20,474.31","20,511.21","20,433.31","20,479.42","20,479.42"
2019/08/27,"20,467.22","20,529.94","20,439.92","20,456.08","20,456.08"
2019/08/26,"20,325.44","20,329.01","20,173.76","20,261.04","20,261.04"
2019/08/23,"20,579.98","20,719.31","20,579.98","20,710.91","20,710.91"
2019/08/22,"20,706.07","20,731.19","20,584.29","20,628.01","20,628.01"
2019/08/21,"20,489.97","20,626.05","20,482.62","20,618.57","20,618.57"
2019/08/20,"20,605.35","20,684.06","20,582.01","20,677.22","20,677.22"
2019/08/19,"20,590.47","20,633.90","20,502.66","20,563.16","20,563.16"
2019/08/16,"20,323.97","20,465.71","20,300.35","20,418.81","20,418.81"
2019/08/15,"20,324.25","20,419.88","20,184.85","20,405.65","20,405.65"
2019/08/14,"20,669.99","20,697.42","20,581.17","20,655.13","20,655.13"
2019/08/13,"20,432.68","20,503.38","20,369.27","20,455.44","20,455.44"
2019/08/09,"20,758.15","20,782.06","20,676.92","20,684.82","20,684.82"
2019/08/08,"20,529.29","20,682.24","20,462.98","20,593.35","20,593.35"
2019/08/07,"20,548.07","20,570.19","20,406.52","20,516.56","20,516.56"
2019/08/06,"20,325.52","20,607.83","20,110.76","20,585.31","20,585.31"
2019/08/05,"20,909.98","20,941.83","20,514.19","20,720.29","20,720.29"
2019/08/02,"21,211.06","21,211.06","20,960.09","21,087.16","21,087.16"
2019/08/01,"21,361.58","21,556.69","21,288.90","21,540.99","21,540.99"
2019/07/31,"21,526.38","21,589.11","21,476.07","21,521.53","21,521.53"
2019/07/30,"21,681.82","21,792.98","21,665.86","21,709.31","21,709.31"
2019/07/29,"21,627.55","21,652.95","21,518.70","21,616.80","21,616.80"
2019/07/26,"21,700.20","21,709.74","21,590.66","21,658.15","21,658.15"
2019/07/25,"21,715.95","21,823.07","21,715.69","21,756.55","21,756.55"
2019/07/24,"21,726.98","21,744.88","21,677.71","21,709.57","21,709.57"
2019/07/23,"21,425.44","21,686.53","21,411.93","21,620.88","21,620.88"
2019/07/22,"21,394.75","21,445.03","21,317.85","21,416.79","21,416.79"
2019/07/19,"21,146.50","21,474.30","21,121.90","21,466.99","21,466.99"
2019/07/18,"21,336.80","21,347.84","20,993.44","21,046.24","21,046.24"
2019/07/17,"21,474.63","21,488.27","21,380.55","21,469.18","21,469.18"
2019/07/16,"21,644.38","21,655.52","21,514.89","21,535.25","21,535.25"
2019/07/12,"21,720.14","21,720.14","21,589.83","21,685.90","21,685.90"
2019/07/11,"21,547.19","21,649.93","21,532.57","21,643.53","21,643.53"
2019/07/10,"21,499.46","21,601.86","21,488.22","21,533.48","21,533.48"
2019/07/09,"21,598.15","21,687.29","21,508.22","21,565.15","21,565.15"
2019/07/08,"21,665.79","21,672.65","21,499.57","21,534.35","21,534.35"
2019/07/05,"21,703.61","21,746.38","21,647.73","21,746.38","21,746.38"
2019/07/04,"21,740.93","21,755.63","21,672.50","21,702.45","21,702.45"
2019/07/03,"21,684.07","21,708.72","21,566.65","21,638.16","21,638.16"
2019/07/02,"21,699.43","21,784.22","21,697.31","21,754.27","21,754.27"
2019/07/01,"21,566.27","21,758.34","21,559.17","21,729.97","21,729.97"
2019/06/28,"21,282.22","21,324.93","21,199.85","21,275.92","21,275.92"
2019/06/27,"21,156.88","21,338.17","21,123.97","21,338.17","21,338.17"
2019/06/26,"21,067.68","21,129.64","21,035.84","21,086.59","21,086.59"
2019/06/25,"21,238.07","21,313.77","21,114.47","21,193.81","21,193.81"
2019/06/24,"21,223.56","21,317.86","21,185.67","21,285.99","21,285.99"
2019/06/21,"21,487.67","21,497.82","21,221.70","21,258.64","21,258.64"
2019/06/20,"21,417.74","21,491.39","21,377.27","21,462.86","21,462.86"
2019/06/19,"21,223.17","21,358.72","21,213.43","21,333.87","21,333.87"
2019/06/18,"21,111.77","21,153.65","20,924.19","20,972.71","20,972.71"
2019/06/17,"21,094.96","21,185.25","21,044.62","21,124.00","21,124.00"
2019/06/14,"21,049.41","21,119.73","20,971.18","21,116.89","21,116.89"
2019/06/13,"21,040.91","21,111.23","20,932.13","21,032.00","21,032.00"
2019/06/12,"21,130.39","21,259.70","21,118.75","21,129.72","21,129.72"
2019/06/11,"21,099.54","21,227.18","21,066.62","21,204.28","21,204.28"
2019/06/10,"21,095.40","21,166.12","21,077.95","21,134.42","21,134.42"
2019/06/07,"20,859.78","20,907.77","20,816.58","20,884.71","20,884.71"
2019/06/06,"20,745.84","20,842.28","20,745.84","20,774.04","20,774.04"
2019/06/05,"20,667.89","20,800.64","20,646.15","20,776.10","20,776.10"
2019/06/04,"20,435.86","20,464.57","20,289.64","20,408.54","20,408.54"
2019/06/03,"20,327.87","20,438.03","20,305.74","20,410.88","20,410.88"
2019/05/31,"20,785.21","20,823.10","20,581.58","20,601.19","20,601.19"
2019/05/30,"20,881.50","20,942.53","20,809.29","20,942.53","20,942.53"
2019/05/29,"21,055.42","21,071.73","20,884.61","21,003.37","21,003.37"
2019/05/28,"21,187.17","21,297.70","21,177.27","21,260.14","21,260.14"
2019/05/27,"21,148.46","21,232.38","21,113.76","21,182.58","21,182.58"
2019/05/24,"20,980.79","21,117.22","20,922.00","21,117.22","21,117.22"
2019/05/23,"21,180.24","21,209.56","21,072.72","21,151.14","21,151.14"
2019/05/22,"21,373.52","21,404.54","21,266.98","21,283.37","21,283.37"
2019/05/21,"21,211.26","21,318.80","21,160.43","21,272.45","21,272.45"
2019/05/20,"21,305.97","21,430.06","21,282.65","21,301.73","21,301.73"
2019/05/17,"21,246.86","21,398.85","21,199.98","21,250.09","21,250.09"
2019/05/16,"21,153.20","21,153.20","20,951.67","21,062.98","21,062.98"
2019/05/15,"21,112.85","21,191.53","20,968.08","21,188.56","21,188.56"
2019/05/14,"20,870.77","21,077.48","20,751.45","21,067.23","21,067.23"
2019/05/13,"21,180.74","21,277.66","21,127.93","21,191.28","21,191.28"
2019/05/10,"21,431.81","21,584.09","21,175.33","21,344.92","21,344.92"
2019/05/09,"21,492.91","21,559.76","21,315.07","21,402.13","21,402.13"
2019/05/08,"21,628.04","21,639.12","21,514.85","21,602.59","21,602.59"
2019/05/07,"22,184.40","22,190.49","21,875.11","21,923.72","21,923.72"
2019/04/26,"22,167.48","22,270.29","22,073.10","22,258.73","22,258.73"
2019/04/25,"22,183.32","22,334.69","22,155.23","22,307.58","22,307.58"
2019/04/24,"22,356.83","22,362.92","22,125.48","22,200.00","22,200.00"
2019/04/23,"22,241.74","22,268.37","22,119.94","22,259.74","22,259.74"
2019/04/22,"22,188.62","22,280.19","22,099.38","22,217.90","22,217.90"
2019/04/19,"22,238.07","22,250.37","22,162.23","22,200.56","22,200.56"
2019/04/18,"22,274.13","22,305.63","22,058.39","22,090.12","22,090.12"
2019/04/17,"22,236.41","22,345.19","22,185.87","22,277.97","22,277.97"
2019/04/16,"22,108.15","22,261.33","22,095.32","22,221.66","22,221.66"
2019/04/15,"22,122.97","22,211.03","22,102.93","22,169.11","22,169.11"
2019/04/12,"21,782.35","21,878.78","21,698.71","21,870.56","21,870.56"
2019/04/11,"21,662.65","21,721.42","21,627.87","21,711.38","21,711.38"
2019/04/10,"21,579.68","21,687.57","21,571.67","21,687.57","21,687.57"
2019/04/09,"21,750.29","21,811.88","21,698.42","21,802.59","21,802.59"
2019/04/08,"21,900.55","21,900.55","21,740.53","21,761.65","21,761.65"
2019/04/05,"21,743.14","21,839.18","21,731.34","21,807.50","21,807.50"
2019/04/04,"21,724.69","21,787.60","21,662.90","21,724.95","21,724.95"
2019/04/03,"21,563.64","21,722.72","21,489.95","21,713.21","21,713.21"
2019/04/02,"21,744.64","21,744.64","21,490.56","21,505.31","21,505.31"
2019/04/01,"21,500.89","21,682.94","21,471.12","21,509.03","21,509.03"
2019/03/29,"21,228.51","21,267.25","21,149.42","21,205.81","21,205.81"
2019/03/28,"21,191.32","21,191.32","20,974.19","21,033.76","21,033.76"
2019/03/27,"21,353.61","21,388.59","21,242.52","21,378.73","21,378.73"
2019/03/26,"21,174.34","21,460.99","21,174.34","21,428.39","21,428.39"
2019/03/25,"21,267.41","21,275.43","20,911.57","20,977.11","20,977.11"
2019/03/22,"21,713.26","21,713.26","21,542.03","21,627.34","21,627.34"
2019/03/20,"21,548.65","21,614.17","21,499.16","21,608.92","21,608.92"
2019/03/19,"21,558.43","21,585.55","21,425.79","21,566.85","21,566.85"
2019/03/18,"21,576.36","21,612.67","21,500.32","21,584.50","21,584.50"
2019/03/15,"21,376.73","21,521.68","21,374.85","21,450.85","21,450.85"
2019/03/14,"21,474.58","21,522.75","21,287.02","21,287.02","21,287.02"
2019/03/13,"21,425.77","21,474.17","21,198.99","21,290.24","21,290.24"
2019/03/12,"21,361.61","21,568.48","21,348.81","21,503.69","21,503.69"
2019/03/11,"21,062.75","21,145.94","20,938.00","21,125.09","21,125.09"
2019/03/08,"21,339.17","21,359.32","20,993.07","21,025.56","21,025.56"
2019/03/07,"21,456.88","21,472.16","21,402.12","21,456.01","21,456.01"
2019/03/06,"21,659.03","21,684.60","21,550.45","21,596.81","21,596.81"
2019/03/05,"21,712.80","21,798.38","21,659.04","21,726.28","21,726.28"
2019/03/04,"21,812.81","21,860.39","21,740.92","21,822.04","21,822.04"
2019/03/01,"21,490.02","21,641.58","21,490.02","21,602.69","21,602.69"
2019/02/28,"21,536.55","21,536.55","21,364.09","21,385.16","21,385.16"
2019/02/27,"21,504.61","21,578.81","21,492.65","21,556.51","21,556.51"
2019/02/26,"21,556.02","21,610.88","21,405.84","21,449.39","21,449.39"
2019/02/25,"21,567.66","21,590.03","21,505.07","21,528.23","21,528.23"
2019/02/22,"21,376.36","21,451.23","21,348.67","21,425.51","21,425.51"
2019/02/21,"21,422.31","21,553.35","21,318.74","21,464.23","21,464.23"
2019/02/20,"21,346.04","21,494.85","21,315.39","21,431.49","21,431.49"
2019/02/19,"21,256.58","21,344.17","21,217.16","21,302.65","21,302.65"
2019/02/18,"21,217.32","21,306.36","21,189.97","21,281.85","21,281.85"
2019/02/15,"21,051.51","21,051.51","20,853.33","20,900.63","20,900.63"
2019/02/14,"21,147.89","21,235.62","21,102.16","21,139.71","21,139.71"
2019/02/13,"21,029.93","21,213.74","20,992.88","21,144.48","21,144.48"
2019/02/12,"20,442.55","20,885.88","20,428.57","20,864.21","20,864.21"
2019/02/08,"20,510.50","20,562.39","20,315.31","20,333.17","20,333.17"
2019/02/07,"20,812.22","20,844.77","20,665.51","20,751.28","20,751.28"
2019/02/06,"20,928.87","20,971.66","20,860.99","20,874.06","20,874.06"
2019/02/05,"20,960.47","20,981.23","20,823.18","20,844.45","20,844.45"
2019/02/04,"20,831.90","20,922.58","20,823.68","20,883.77","20,883.77"
2019/02/01,"20,797.03","20,929.63","20,741.98","20,788.39","20,788.39"
2019/01/31,"20,832.91","20,869.42","20,682.91","20,773.49","20,773.49"
2019/01/30,"20,701.62","20,706.27","20,527.53","20,556.54","20,556.54"
2019/01/29,"20,555.44","20,673.66","20,406.22","20,664.64","20,664.64"
2019/01/28,"20,746.29","20,759.48","20,624.55","20,649.00","20,649.00"
2019/01/25,"20,598.64","20,844.31","20,598.64","20,773.56","20,773.56"
2019/01/24,"20,506.24","20,620.72","20,467.59","20,574.63","20,574.63"
2019/01/23,"20,453.44","20,686.29","20,438.22","20,593.72","20,593.72"
2019/01/22,"20,770.06","20,805.93","20,558.30","20,622.91","20,622.91"
2019/01/21,"20,848.38","20,892.68","20,678.26","20,719.33","20,719.33"
2019/01/18,"20,472.81","20,682.12","20,454.13","20,666.07","20,666.07"
2019/01/17,"20,544.23","20,571.75","20,342.46","20,402.27","20,402.27"
2019/01/16,"20,575.72","20,580.25","20,323.32","20,442.75","20,442.75"
2019/01/15,"20,264.82","20,571.28","20,204.43","20,555.29","20,555.29"
2019/01/11,"20,296.45","20,389.89","20,294.74","20,359.70","20,359.70"
2019/01/10,"20,270.88","20,345.92","20,101.93","20,163.80","20,163.80"
2019/01/09,"20,366.30","20,494.35","20,331.20","20,427.06","20,427.06"
2019/01/08,"20,224.67","20,347.92","20,106.36","20,204.04","20,204.04"
2019/01/07,"19,944.61","20,266.22","19,920.80","20,038.97","20,038.97"
2019/01/04,"19,655.13","19,692.58","19,241.37","19,561.96","19,561.96"
2018/12/28,"19,957.88","20,084.38","19,900.04","20,014.77","20,014.77"
2018/12/27,"19,706.19","20,211.57","19,701.76","20,077.62","20,077.62"
2018/12/26,"19,302.59","19,530.35","18,948.58","19,327.06","19,327.06"
2018/12/25,"19,785.43","19,785.43","19,117.96","19,155.74","19,155.74"
2018/12/21,"20,310.50","20,334.73","20,006.67","20,166.19","20,166.19"
2018/12/20,"20,779.93","20,841.34","20,282.93","20,392.58","20,392.58"
2018/12/19,"21,107.17","21,168.62","20,880.73","20,987.92","20,987.92"
2018/12/18,"21,275.51","21,330.36","21,101.44","21,115.45","21,115.45"
2018/12/17,"21,391.73","21,563.27","21,363.67","21,506.88","21,506.88"
2018/12/14,"21,638.96","21,751.31","21,353.94","21,374.83","21,374.83"
2018/12/13,"21,755.13","21,871.34","21,675.66","21,816.19","21,816.19"
2018/12/12,"21,348.40","21,631.47","21,320.72","21,602.75","21,602.75"
2018/12/11,"21,273.04","21,279.02","21,062.31","21,148.02","21,148.02"
2018/12/10,"21,319.47","21,365.78","21,169.96","21,219.50","21,219.50"
2018/12/07,"21,643.75","21,734.94","21,506.45","21,678.68","21,678.68"
2018/12/06,"21,766.50","21,805.02","21,307.72","21,501.62","21,501.62"
2018/12/05,"21,755.17","21,979.18","21,708.82","21,919.33","21,919.33"
2018/12/04,"22,533.97","22,576.62","22,033.41","22,036.05","22,036.05"
2018/12/03,"22,629.39","22,698.79","22,550.29","22,574.76","22,574.76"
2018/11/30,"22,274.97","22,362.20","22,231.96","22,351.06","22,351.06"
2018/11/29,"22,360.98","22,437.95","22,241.17","22,262.60","22,262.60"
2018/11/28,"22,036.72","22,216.98","22,032.72","22,177.02","22,177.02"
2018/11/27,"21,967.98","22,006.83","21,816.05","21,952.40","21,952.40"
2018/11/26,"21,647.69","21,838.10","21,622.60","21,812.00","21,812.00"
2018/11/22,"21,582.47","21,684.64","21,484.98","21,646.55","21,646.55"
2018/11/21,"21,286.81","21,555.61","21,243.38","21,507.54","21,507.54"
2018/11/20,"21,582.69","21,687.12","21,526.95","21,583.12","21,583.12"
2018/11/19,"21,679.03","21,852.92","21,665.29","21,821.16","21,821.16"
2018/11/16,"21,804.90","21,873.74","21,663.99","21,680.34","21,680.34"
2018/11/15,"21,670.35","21,818.73","21,613.53","21,803.62","21,803.62"
2018/11/14,"21,851.13","21,990.41","21,764.88","21,846.48","21,846.48"
2018/11/13,"21,885.24","21,892.29","21,484.65","21,810.52","21,810.52"
2018/11/12,"22,121.70","22,324.01","22,046.29","22,269.88","22,269.88"
2018/11/09,"22,471.31","22,494.58","22,226.01","22,250.25","22,250.25"
2018/11/08,"22,446.01","22,583.43","22,421.00","22,486.92","22,486.92"
2018/11/07,"22,189.74","22,444.65","21,996.94","22,085.80","22,085.80"
2018/11/06,"22,018.87","22,160.83","21,994.28","22,147.75","22,147.75"
2018/11/05,"22,002.47","22,051.65","21,865.98","21,898.99","21,898.99"
2018/11/02,"21,761.58","22,308.42","21,751.33","22,243.66","22,243.66"
2018/11/01,"21,906.41","21,906.41","21,628.45","21,687.65","21,687.65"
2018/10/31,"21,569.56","21,920.46","21,530.39","21,920.46","21,920.46"
2018/10/30,"21,049.52","21,568.40","21,035.88","21,457.29","21,457.29"
2018/10/29,"21,323.61","21,465.99","21,109.97","21,149.80","21,149.80"
2018/10/26,"21,440.84","21,476.66","20,971.93","21,184.60","21,184.60"
2018/10/25,"21,676.83","21,703.21","21,204.40","21,268.73","21,268.73"
2018/10/24,"22,167.76","22,207.09","21,911.42","22,091.18","22,091.18"
2018/10/23,"22,404.14","22,410.15","21,993.07","22,010.78","22,010.78"
2018/10/22,"22,374.21","22,672.25","22,271.59","22,614.82","22,614.82"
2018/10/19,"22,342.00","22,551.67","22,212.57","22,532.08","22,532.08"
2018/10/18,"22,871.28","22,873.13","22,637.29","22,658.16","22,658.16"
2018/10/17,"22,806.59","22,959.41","22,765.58","22,841.12","22,841.12"
2018/10/16,"22,298.20","22,549.24","22,269.53","22,549.24","22,549.24"
2018/10/15,"22,501.33","22,520.59","22,261.92","22,271.30","22,271.30"
2018/10/12,"22,323.43","22,711.13","22,323.43","22,694.66","22,694.66"
2018/10/11,"23,043.37","23,051.19","22,459.02","22,590.86","22,590.86"
2018/10/10,"23,538.92","23,589.38","23,373.54","23,506.04","23,506.04"
2018/10/09,"23,550.47","23,587.05","23,442.46","23,469.39","23,469.39"
2018/10/05,"23,781.76","23,928.62","23,730.19","23,783.72","23,783.72"
2018/10/04,"24,242.06","24,247.82","23,923.26","23,975.62","23,975.62"
2018/10/03,"24,219.19","24,260.63","24,030.59","24,110.96","24,110.96"
2018/10/02,"24,376.17","24,448.07","24,217.26","24,270.62","24,270.62"
2018/10/01,"24,173.37","24,306.54","24,123.50","24,245.76","24,245.76"
2018/09/28,"24,080.01","24,286.10","24,021.27","24,120.04","24,120.04"
2018/09/27,"23,946.43","24,089.32","23,778.04","23,796.74","23,796.74"
2018/09/26,"23,846.60","24,033.79","23,833.92","24,033.79","24,033.79"
2018/09/25,"23,881.85","23,950.98","23,808.95","23,940.26","23,940.26"
2018/09/21,"23,848.63","23,971.41","23,764.05","23,869.93","23,869.93"
2018/09/20,"23,752.79","23,781.75","23,582.15","23,674.93","23,674.93"
2018/09/19,"23,754.96","23,842.05","23,672.52","23,672.52","23,672.52"
2018/09/18,"23,042.19","23,481.53","23,039.26","23,420.54","23,420.54"
2018/09/14,"23,035.78","23,105.28","22,965.48","23,094.67","23,094.67"
2018/09/13,"22,657.95","22,858.41","22,643.88","22,821.32","22,821.32"
2018/09/12,"22,702.71","22,709.37","22,522.17","22,604.61","22,604.61"
2018/09/11,"22,469.78","22,667.85","22,457.10","22,664.69","22,664.69"
2018/09/10,"22,253.65","22,396.88","22,249.61","22,373.09","22,373.09"
2018/09/07,"22,351.84","22,372.89","22,172.90","22,307.06","22,307.06"
2018/09/06,"22,458.97","22,535.34","22,416.63","22,487.94","22,487.94"
2018/09/05,"22,663.80","22,692.25","22,570.52","22,580.83","22,580.83"
2018/09/04,"22,740.05","22,753.18","22,612.15","22,696.90","22,696.90"
2018/09/03,"22,819.17","22,820.48","22,684.43","22,707.38","22,707.38"
2018/08/31,"22,733.25","22,890.61","22,678.03","22,865.15","22,865.15"
2018/08/30,"23,020.18","23,032.17","22,832.83","22,869.50","22,869.50"
2018/08/29,"22,820.86","22,968.18","22,819.97","22,848.22","22,848.22"
2018/08/28,"22,967.74","23,006.77","22,813.47","22,813.47","22,813.47"
2018/08/27,"22,693.69","22,838.06","22,682.39","22,799.64","22,799.64"
2018/08/24,"22,484.01","22,602.24","22,452.42","22,601.77","22,601.77"
2018/08/23,"22,420.67","22,463.03","22,377.88","22,410.82","22,410.82"
2018/08/22,"22,270.04","22,390.20","22,162.81","22,362.55","22,362.55"
2018/08/21,"22,110.54","22,306.83","22,053.14","22,219.73","22,219.73"
2018/08/20,"22,267.07","22,288.31","22,150.75","22,199.00","22,199.00"
